Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
39745,CA-2014-125451,2014-10-24,2014-10-25,First Class,AH-10075,Adam Hart,Corporate,Cranston,Rhode Island,United States,2920.0,US,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637,3,0.3,-127,188,Critical
36234,CA-2011-157147,2011-01-14,2011-01-19,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,United States,94109.0,US,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325,5,0.0,238,187,High
37228,US-2014-169551,2014-07-08,2014-07-10,First Class,RL-19615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,United States,19120.0,US,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,683,2,0.4,-113,187,High
34779,CA-2011-124688,2011-08-27,2011-08-29,First Class,CC-12610,Corey Catlett,Corporate,Springfield,Virginia,United States,22153.0,US,South,TEC-PH-10000455,Technology,Phones,GE 30522EE2,579,5,0.0,168,187,Critical
39566,CA-2014-121790,2014-01-31,2014-02-07,Standard Class,LP-17095,Liz Preis,Consumer,Aurora,Illinois,United States,60505.0,US,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,2003,4,0.2,250,186,Medium
38470,US-2014-141677,2014-03-27,2014-03-31,Standard Class,HK-14890,Heather Kirkland,Corporate,Houston,Texas,United States,77070.0,US,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,2399,5,0.2,569,185,Medium
34884,CA-2014-121839,2014-09-25,2014-09-29,Standard Class,MH-18115,Mick Hernandez,Home Office,Lancaster,Ohio,United States,43130.0,US,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1169,3,0.4,-253,185,High
32730,CA-2011-120768,2011-12-19,2011-12-21,Second Class,IM-15070,Irene Maddox,Consumer,Florence,Alabama,United States,35630.0,US,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,1819,14,0.0,163,185,High
33049,CA-2014-116715,2014-12-03,2014-12-06,First Class,VW-21775,Victoria Wilson,Corporate,San Francisco,California,United States,94122.0,US,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559,9,0.0,151,185,High
41038,CA-2012-117086,2012-11-08,2012-11-12,Standard Class,QJ-19255,Quincy Jones,Corporate,Burlington,Vermont,United States,5408.0,US,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4404,5,0.0,1013,184,Medium
37012,CA-2012-124107,2012-10-09,2012-10-12,Second Class,BM-11650,Brian Moss,Corporate,Ann Arbor,Michigan,United States,48104.0,US,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619,5,0.0,111,181,Critical
32345,CA-2011-139192,2011-05-27,2011-06-01,Second Class,LC-16885,Lena Creighton,Consumer,San Francisco,California,United States,94109.0,US,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1113,12,0.2,125,180,Medium
35236,US-2013-143448,2013-12-11,2013-12-11,Same Day,MH-17455,Mark Hamilton,Consumer,Greenwood,Indiana,United States,46142.0,US,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424,5,0.0,356,180,High
40528,CA-2011-148383,2011-12-27,2011-12-31,Standard Class,RP-19390,Resi Pölking,Consumer,Phoenix,Arizona,United States,85023.0,US,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,946,6,0.7,-694,179,High
36765,CA-2011-132451,2011-09-26,2011-09-27,First Class,KF-16285,Karen Ferguson,Home Office,San Diego,California,United States,92105.0,US,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585,3,0.2,73,179,Critical
32879,CA-2012-131338,2012-08-09,2012-08-12,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217,2,0.2,456,179,Medium
35065,CA-2011-153913,2011-12-16,2011-12-20,Second Class,KB-16585,Ken Black,Corporate,Hialeah,Florida,United States,33012.0,US,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013,9,0.2,101,178,Medium
36185,CA-2013-163167,2013-11-29,2013-12-02,Second Class,RF-19345,Randy Ferguson,Corporate,Marietta,Georgia,United States,30062.0,US,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126,3,0.0,56,178,Medium
41244,CA-2014-121559,2014-06-02,2014-06-04,Second Class,HW-14935,Helen Wasserman,Corporate,Indianapolis,Indiana,United States,46203.0,US,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,1925,6,0.0,539,177,High
35155,CA-2011-140816,2011-12-20,2011-12-20,Same Day,TC-21295,Toby Carlisle,Consumer,Thornton,Colorado,United States,80229.0,US,West,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447,7,0.2,89,177,Critical
36357,CA-2013-109722,2013-12-06,2013-12-08,Second Class,TP-21130,Theone Pippenger,Consumer,Georgetown,Kentucky,United States,40324.0,US,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584,9,0.0,70,177,High
35979,CA-2013-127698,2013-12-02,2013-12-02,Same Day,MV-18190,Mike Vittorini,Consumer,Raleigh,North Carolina,United States,27604.0,US,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863,9,0.2,86,177,High
32713,CA-2012-126697,2012-09-21,2012-09-24,First Class,SV-20815,Stuart Van,Corporate,Houston,Texas,United States,77041.0,US,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946,7,0.2,118,177,High
38173,US-2013-121013,2013-09-06,2013-09-11,Standard Class,MM-17920,Michael Moore,Consumer,Chesapeake,Virginia,United States,23320.0,US,South,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1652,3,0.0,314,177,High
37396,CA-2014-100111,2014-09-21,2014-09-27,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888,11,0.1,609,177,Medium
34479,CA-2014-152912,2014-11-10,2014-11-13,Second Class,BM-11650,Brian Moss,Corporate,Columbia,Maryland,United States,21044.0,US,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826,3,0.0,355,176,Critical
38817,US-2014-167920,2014-12-10,2014-12-13,Second Class,JL-15835,John Lee,Consumer,Richmond,Kentucky,United States,40475.0,US,South,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,1399,2,0.0,629,176,High
33945,CA-2011-131002,2011-09-07,2011-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,United States,74133.0,US,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821,6,0.0,213,176,High
37398,CA-2014-100111,2014-09-21,2014-09-27,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2254,5,0.1,375,175,Medium
39748,CA-2011-131387,2011-04-28,2011-04-30,First Class,AI-10855,Arianne Irving,Consumer,San Francisco,California,United States,94122.0,US,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1679,5,0.2,125,175,High
40151,US-2012-115343,2012-09-22,2012-09-25,First Class,FO-14305,Frank Olsen,Consumer,Philadelphia,Pennsylvania,United States,19143.0,US,East,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617,3,0.2,-7,173,Critical
34415,CA-2012-121720,2012-06-11,2012-06-12,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,United States,33801.0,US,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123,5,0.2,-182,173,Medium
39234,CA-2014-166093,2014-08-18,2014-08-25,Standard Class,RW-19540,Rick Wilson,Corporate,Brentwood,California,United States,94513.0,US,West,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518,9,0.0,654,173,Medium
37287,US-2014-163300,2014-09-16,2014-09-22,Standard Class,ES-14020,Erica Smith,Consumer,Los Angeles,California,United States,90049.0,US,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357,7,0.2,884,173,Medium
32910,CA-2014-138380,2014-12-22,2014-12-26,Standard Class,YS-21880,Yana Sorensen,Corporate,Oakland,California,United States,94601.0,US,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000,7,0.0,290,172,High
41071,CA-2011-169019,2011-07-26,2011-07-30,Standard Class,LF-17185,Luke Foster,Consumer,San Antonio,Texas,United States,78207.0,US,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,2177,8,0.8,-3701,172,Medium
32672,CA-2011-126361,2011-08-04,2011-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,Pleasant Grove,Utah,United States,84062.0,US,West,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089,3,0.0,305,171,High
32190,CA-2014-133256,2014-06-27,2014-06-28,First Class,TH-21550,Tracy Hopkins,Home Office,Detroit,Michigan,United States,48227.0,US,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543,8,0.0,135,171,High
32089,CA-2013-105256,2013-05-21,2013-05-21,Same Day,JK-15730,Joe Kamberova,Consumer,Asheville,North Carolina,United States,28806.0,US,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363,5,0.2,85,171,Medium
32496,CA-2013-130946,2013-04-09,2013-04-13,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Houston,Texas,United States,77041.0,US,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088,4,0.8,-1850,169,High
37559,CA-2013-132479,2013-09-25,2013-09-27,First Class,MK-17905,Michael Kennedy,Corporate,Rockford,Illinois,United States,61107.0,US,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,442,7,0.8,-729,169,Critical
32166,CA-2013-158099,2013-09-04,2013-09-06,First Class,PK-18910,Paul Knutson,Home Office,Philadelphia,Pennsylvania,United States,19143.0,US,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141,5,0.7,-760,166,Medium
33276,CA-2013-112669,2013-04-15,2013-04-15,Same Day,KT-16465,Kean Takahito,Consumer,Glendale,Arizona,United States,85301.0,US,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933,4,0.2,105,166,Medium
37060,CA-2012-162047,2012-11-03,2012-11-05,First Class,FH-14365,Fred Hopkins,Corporate,Long Beach,New York,United States,11561.0,US,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448,10,0.1,209,166,Medium
34106,CA-2012-148635,2012-07-25,2012-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,Seattle,Washington,United States,98115.0,US,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561,2,0.2,28,165,Critical
37932,CA-2014-144498,2014-05-07,2014-05-07,Same Day,MB-18085,Mick Brown,Consumer,Charlotte,North Carolina,United States,28205.0,US,South,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627,4,0.2,70,165,High
41163,US-2012-116981,2012-03-26,2012-03-28,Second Class,SM-20950,Suzanne McNair,Corporate,New York City,New York,United States,10009.0,US,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085,7,0.0,282,164,Medium
40726,CA-2012-166219,2012-08-28,2012-09-01,Standard Class,BP-11185,Ben Peterman,Corporate,Dallas,Texas,United States,75081.0,US,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099,5,0.2,82,164,High
36315,CA-2011-127558,2011-11-15,2011-11-18,First Class,SS-20410,Shahid Shariari,Consumer,Los Angeles,California,United States,90008.0,US,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772,3,0.0,146,164,Medium
32547,CA-2014-115602,2014-12-19,2014-12-25,Standard Class,DJ-13630,Doug Jacobs,Consumer,New York City,New York,United States,10009.0,US,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704,13,0.0,511,163,Medium
31770,CA-2011-144666,2011-11-09,2011-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,San Francisco,California,United States,94110.0,US,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703,4,0.2,87,163,Critical
37109,US-2012-163279,2012-03-22,2012-03-26,Standard Class,JD-16150,Justin Deggeller,Corporate,San Diego,California,United States,92037.0,US,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487,3,0.2,185,163,Medium
37531,US-2014-142188,2014-09-12,2014-09-12,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,United States,98105.0,US,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471,5,0.2,459,163,High
36771,CA-2014-121741,2014-12-27,2014-12-27,Same Day,YC-21895,Yoseph Carroll,Corporate,Fremont,Nebraska,United States,68025.0,US,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750,2,0.0,37,163,High
34366,US-2014-120089,2014-12-01,2014-12-01,Same Day,ML-17755,Max Ludwig,Home Office,Toledo,Ohio,United States,43615.0,US,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663,4,0.2,82,162,High
31578,US-2012-161991,2012-09-26,2012-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,Houston,Texas,United States,77070.0,US,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114,7,0.2,376,162,High
31298,CA-2013-152156,2013-11-09,2013-11-12,Second Class,CG-12520,Claire Gute,Consumer,Henderson,Kentucky,United States,42420.0,US,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731,3,0.0,219,161,Critical
33053,CA-2012-135622,2012-12-08,2012-12-11,Second Class,TT-21460,Tonja Turnell,Home Office,Fort Worth,Texas,United States,76106.0,US,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718,6,0.2,150,161,Medium
40483,CA-2014-156776,2014-08-08,2014-08-12,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,Westminster,California,United States,92683.0,US,West,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,1473,5,0.0,412,161,High
32637,CA-2014-113481,2014-01-03,2014-01-05,First Class,AS-10045,Aaron Smayling,Corporate,Jacksonville,North Carolina,United States,28540.0,US,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695,2,0.5,-27,160,High
31489,CA-2012-102281,2012-10-12,2012-10-14,First Class,MP-17470,Mark Packer,Home Office,New York City,New York,United States,10035.0,US,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626,3,0.2,46,160,Critical
36047,CA-2013-127649,2013-10-08,2013-10-10,First Class,DL-13495,Dionis Lloyd,Corporate,Spokane,Washington,United States,99207.0,US,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837,3,0.2,62,159,High
35543,CA-2014-117702,2014-11-29,2014-12-05,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Baltimore,Maryland,United States,21215.0,US,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049,5,0.0,272,159,Low
35714,CA-2014-112900,2014-04-10,2014-04-13,Second Class,KL-16645,Ken Lonsdale,Consumer,Detroit,Michigan,United States,48205.0,US,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478,8,0.0,219,158,Critical
36186,CA-2013-163167,2013-11-29,2013-12-02,Second Class,RF-19345,Randy Ferguson,Corporate,Marietta,Georgia,United States,30062.0,US,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263,6,0.0,315,158,Medium
40649,CA-2014-148411,2014-09-25,2014-09-27,First Class,RO-19780,Rose O'Brian,Consumer,Chicago,Illinois,United States,60623.0,US,Central,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520,2,0.3,-14,157,Critical
38806,US-2014-161935,2014-07-15,2014-07-19,Standard Class,JL-15835,John Lee,Consumer,Columbus,Ohio,United States,43229.0,US,East,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1889,9,0.4,-377,157,High
37179,CA-2013-133935,2013-09-19,2013-09-23,Standard Class,JW-15220,Jane Waco,Corporate,San Diego,California,United States,92105.0,US,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",885,9,0.2,-99,156,High
35661,CA-2014-111332,2014-05-21,2014-05-23,Second Class,NC-18340,Nat Carroll,Consumer,Fargo,North Dakota,United States,58103.0,US,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704,4,0.0,162,156,High
38616,CA-2014-100097,2014-11-27,2014-11-30,Second Class,MN-17935,Michael Nguyen,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,979,5,0.0,264,156,High
33160,US-2013-100839,2013-10-14,2013-10-18,Standard Class,NC-18625,Noah Childs,Corporate,Aurora,Colorado,United States,80013.0,US,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727,5,0.5,-465,156,High
31567,CA-2014-163979,2014-12-29,2015-01-03,Second Class,KH-16690,Kristen Hastings,Corporate,San Francisco,California,United States,94110.0,US,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725,4,0.0,210,156,High
40704,CA-2014-162789,2014-09-23,2014-09-25,Second Class,LC-17140,Logan Currie,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,1071,9,0.0,171,155,High
41084,CA-2014-144491,2014-03-28,2014-04-02,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,United States,77070.0,US,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1023,5,0.32,-30,155,High
36361,CA-2014-122196,2014-09-23,2014-09-25,First Class,CA-12265,Christina Anderson,Consumer,Wilmington,Delaware,United States,19805.0,US,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,391,2,0.0,113,155,Critical
32882,CA-2012-131338,2012-08-09,2012-08-12,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979,5,0.0,274,155,Medium
33108,CA-2011-132612,2011-06-09,2011-06-11,Second Class,FO-14305,Frank Olsen,Consumer,Harrisonburg,Virginia,United States,22801.0,US,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441,7,0.0,245,155,Critical
33506,CA-2011-125556,2011-11-14,2011-11-16,Second Class,ML-17410,Maris LaWare,Consumer,Fairfield,Connecticut,United States,6824.0,US,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832,7,0.0,233,155,Critical
39774,CA-2012-145758,2012-10-30,2012-10-30,Same Day,BF-11020,Barry Französisch,Corporate,New York City,New York,United States,10024.0,US,East,TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,1035,4,0.0,269,154,High
33774,CA-2014-102750,2014-09-05,2014-09-09,Second Class,GM-14695,Greg Maxwell,Corporate,Los Angeles,California,United States,90036.0,US,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322,3,0.2,-99,153,Medium
35546,CA-2013-157336,2013-12-02,2013-12-06,Second Class,SJ-20500,Shirley Jackson,Consumer,Fairfield,Connecticut,United States,6824.0,US,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751,4,0.0,150,153,High
32872,CA-2011-101602,2011-12-15,2011-12-18,First Class,MC-18100,Mick Crebagga,Consumer,El Paso,Texas,United States,79907.0,US,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763,5,0.3,-21,153,Medium
38285,CA-2014-158561,2014-11-12,2014-11-17,Second Class,BB-11545,Brenda Bowman,Corporate,Fort Lauderdale,Florida,United States,33311.0,US,South,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158,5,0.2,130,152,High
34442,CA-2014-131828,2014-02-12,2014-02-14,Second Class,CS-11845,Cari Sayre,Corporate,Seattle,Washington,United States,98105.0,US,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963,4,0.2,108,152,High
31760,CA-2013-109869,2013-04-23,2013-04-30,Standard Class,TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,United States,85023.0,US,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272,6,0.5,-814,152,Low
37022,CA-2012-103933,2012-09-25,2012-09-27,First Class,DR-12880,Dan Reichenbach,Corporate,New York City,New York,United States,10011.0,US,East,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899,9,0.0,395,152,High
35412,CA-2013-163573,2013-11-25,2013-11-28,First Class,AC-10450,Amy Cox,Consumer,Seattle,Washington,United States,98105.0,US,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219,5,0.2,381,152,High
38378,CA-2013-106950,2013-09-03,2013-09-07,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,United States,28205.0,US,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012,3,0.2,303,152,High
31666,CA-2013-155516,2013-10-22,2013-10-22,Same Day,MK-17905,Michael Kennedy,Corporate,Manchester,Connecticut,United States,6040.0,US,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043,4,0.0,271,152,High
31625,US-2013-141544,2013-08-31,2013-09-02,First Class,PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,United States,19143.0,US,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786,4,0.3,-258,152,High
37097,CA-2011-123225,2011-07-11,2011-07-14,First Class,MN-17935,Michael Nguyen,Consumer,El Paso,Texas,United States,79907.0,US,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575,4,0.2,43,151,High
38994,CA-2014-151799,2014-12-15,2014-12-19,Standard Class,BF-11170,Ben Ferrer,Home Office,Lawrence,Massachusetts,United States,1841.0,US,East,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1199,2,0.0,467,150,High
35883,US-2014-163790,2014-11-03,2014-11-05,Second Class,NL-18310,Nancy Lomonaco,Home Office,Danville,California,United States,94526.0,US,West,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590,6,0.2,206,150,Critical
32116,CA-2011-140858,2011-06-28,2011-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,United States,19140.0,US,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1228,5,0.3,0,150,High
33412,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,Redlands,California,United States,92374.0,US,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,425,1,0.15,20,150,Critical
38946,CA-2012-101889,2012-12-27,2012-12-31,Standard Class,DB-13120,David Bremer,Corporate,Marion,Ohio,United States,43302.0,US,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548,9,0.4,-464,150,Medium
37704,CA-2014-161774,2014-05-15,2014-05-16,First Class,GT-14710,Greg Tran,Consumer,Houston,Texas,United States,77041.0,US,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899,5,0.3,-12,149,High
34887,CA-2014-146535,2014-11-25,2014-12-01,Standard Class,FM-14290,Frank Merwin,Home Office,Richmond,Kentucky,United States,40475.0,US,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,1443,12,0.0,375,149,Medium
41023,CA-2014-167395,2014-12-03,2014-12-05,First Class,KM-16720,Kunst Miller,Consumer,Lowell,Massachusetts,United States,1852.0,US,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,286,7,0.0,80,148,Critical
35566,US-2014-124821,2014-06-26,2014-06-30,Second Class,AM-10705,Anne McFarland,Consumer,Seattle,Washington,United States,98115.0,US,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871,4,0.0,148,148,High
32107,CA-2011-151995,2011-10-13,2011-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,Edmonds,Washington,United States,98026.0,US,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298,5,0.0,311,146,High
37497,CA-2012-146675,2012-04-16,2012-04-20,Standard Class,SB-20185,Sarah Brown,Consumer,Evanston,Illinois,United States,60201.0,US,Central,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,1439,4,0.2,485,146,High
32064,CA-2011-162775,2011-01-14,2011-01-16,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111.0,US,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572,6,0.0,34,146,Critical
40692,CA-2011-125997,2011-09-20,2011-09-23,First Class,MW-18220,Mitch Webber,Consumer,New York City,New York,United States,10011.0,US,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,801,2,0.2,-10,146,High
33184,CA-2011-140165,2011-05-13,2011-05-15,First Class,EH-14005,Erica Hernandez,Home Office,Hialeah,Florida,United States,33012.0,US,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398,8,0.7,-331,146,Critical
